clave,nombre,apellido,puesto,jornada_contratada,sucursal,fecha,hora_inicio,hora_fin,minutos_descanso
T020-005,Ana,Guerrero Ortiz,Cajero(a),48,Celaya,2026-07-31,09:00,17:30,30
T020-005,Ana,Guerrero Ortiz,Cajero(a),48,Celaya,2026-08-01,09:00,17:30,30
T020-005,Ana,Guerrero Ortiz,Cajero(a),48,Celaya,2026-08-02,09:00,17:30,30
T020-006,Héctor,Camacho Sánchez,Cajero(a),24,Celaya,2026-07-29,09:00,15:00,0
T020-006,Héctor,Camacho Sánchez,Cajero(a),24,Celaya,2026-07-30,09:00,15:00,0
T020-006,Héctor,Camacho Sánchez,Cajero(a),24,Celaya,2026-07-31,09:00,15:00,0
T020-006,Héctor,Camacho Sánchez,Cajero(a),24,Celaya,2026-08-01,09:00,15:00,0
T020-007,Luis,Jiménez Cortés,Vendedor(a) de piso,48,Celaya,2026-07-27,09:00,17:30,30
T020-007,Luis,Jiménez Cortés,Vendedor(a) de piso,48,Celaya,2026-07-28,09:00,17:30,30
T020-007,Luis,Jiménez Cortés,Vendedor(a) de piso,48,Celaya,2026-07-30,09:00,17:30,30
T020-007,Luis,Jiménez Cortés,Vendedor(a) de piso,48,Celaya,2026-07-31,09:00,17:30,30
T020-007,Luis,Jiménez Cortés,Vendedor(a) de piso,48,Celaya,2026-08-01,09:00,17:30,30
T020-007,Luis,Jiménez Cortés,Vendedor(a) de piso,48,Celaya,2026-08-02,09:00,17:30,30
T020-008,Rosa,Romero Guerrero,Gerente de tienda,48,Celaya,2026-07-27,09:00,17:30,30
T020-008,Rosa,Romero Guerrero,Gerente de tienda,48,Celaya,2026-07-28,09:00,17:30,30
T020-008,Rosa,Romero Guerrero,Gerente de tienda,48,Celaya,2026-07-29,09:00,17:30,30
T020-008,Rosa,Romero Guerrero,Gerente de tienda,48,Celaya,2026-07-30,09:00,17:30,30
T020-008,Rosa,Romero Guerrero,Gerente de tienda,48,Celaya,2026-07-31,09:00,17:30,30
T020-008,Rosa,Romero Guerrero,Gerente de tienda,48,Celaya,2026-08-02,09:00,17:30,30
T020-009,Patricia,Meza Camacho,Vendedor(a) de piso,48,Celaya,2026-07-27,09:00,17:30,30
T020-009,Patricia,Meza Camacho,Vendedor(a) de piso,48,Celaya,2026-07-28,09:00,17:30,30
T020-009,Patricia,Meza Camacho,Vendedor(a) de piso,48,Celaya,2026-07-29,09:00,17:30,30
T020-009,Patricia,Meza Camacho,Vendedor(a) de piso,48,Celaya,2026-07-30,09:00,17:30,30
T020-009,Patricia,Meza Camacho,Vendedor(a) de piso,48,Celaya,2026-07-31,09:00,17:30,30
T020-009,Patricia,Meza Camacho,Vendedor(a) de piso,48,Celaya,2026-08-02,09:00,17:30,30
T020-010,Estela,Zamora Luna,Cajero(a),48,Celaya,2026-07-27,09:00,17:30,30
T020-010,Estela,Zamora Luna,Cajero(a),48,Celaya,2026-07-28,09:00,17:30,30
T020-010,Estela,Zamora Luna,Cajero(a),48,Celaya,2026-07-29,09:00,17:30,30
T020-010,Estela,Zamora Luna,Cajero(a),48,Celaya,2026-07-30,09:00,17:30,30
T020-010,Estela,Zamora Luna,Cajero(a),48,Celaya,2026-07-31,09:00,17:30,30
T020-010,Estela,Zamora Luna,Cajero(a),48,Celaya,2026-08-02,09:00,17:30,30
T020-011,Ricardo,Rivera Rodríguez,Vendedor(a) de piso,48,Celaya,2026-07-27,09:00,17:30,30
T020-011,Ricardo,Rivera Rodríguez,Vendedor(a) de piso,48,Celaya,2026-07-28,09:00,17:30,30
T020-011,Ricardo,Rivera Rodríguez,Vendedor(a) de piso,48,Celaya,2026-07-30,09:00,17:30,30
T020-011,Ricardo,Rivera Rodríguez,Vendedor(a) de piso,48,Celaya,2026-07-31,09:00,17:30,30
T020-011,Ricardo,Rivera Rodríguez,Vendedor(a) de piso,48,Celaya,2026-08-01,09:00,17:30,30
T020-011,Ricardo,Rivera Rodríguez,Vendedor(a) de piso,48,Celaya,2026-08-02,09:00,17:30,30
T020-012,Araceli,Cortés Luna,Vendedor(a) de piso,24,Celaya,2026-07-28,09:00,15:00,0
T020-012,Araceli,Cortés Luna,Vendedor(a) de piso,24,Celaya,2026-07-29,09:00,15:00,0
T020-012,Araceli,Cortés Luna,Vendedor(a) de piso,24,Celaya,2026-07-30,09:00,15:00,0
T020-012,Araceli,Cortés Luna,Vendedor(a) de piso,24,Celaya,2026-07-31,09:00,15:00,0
T020-013,Mauricio,Méndez Juárez,Cajero(a),48,Celaya,2026-07-27,12:30,21:00,30
T020-013,Mauricio,Méndez Juárez,Cajero(a),48,Celaya,2026-07-28,12:30,21:00,30
T020-013,Mauricio,Méndez Juárez,Cajero(a),48,Celaya,2026-07-30,12:30,21:00,30
T020-013,Mauricio,Méndez Juárez,Cajero(a),48,Celaya,2026-07-31,12:30,21:00,30
T020-013,Mauricio,Méndez Juárez,Cajero(a),48,Celaya,2026-08-01,12:30,21:00,30
T020-013,Mauricio,Méndez Juárez,Cajero(a),48,Celaya,2026-08-02,12:30,21:00,30
T020-014,Mónica,González Chávez,Vendedor(a) de piso,24,Celaya,2026-07-30,15:00,21:00,0
T020-014,Mónica,González Chávez,Vendedor(a) de piso,24,Celaya,2026-07-31,15:00,21:00,0
T020-014,Mónica,González Chávez,Vendedor(a) de piso,24,Celaya,2026-08-01,15:00,21:00,0
T020-014,Mónica,González Chávez,Vendedor(a) de piso,24,Celaya,2026-08-02,15:00,21:00,0
T020-015,Adrián,Lara Meza,Vendedor(a) de piso,48,Celaya,2026-07-27,12:30,21:00,30
T020-015,Adrián,Lara Meza,Vendedor(a) de piso,48,Celaya,2026-07-28,12:30,21:00,30
T020-015,Adrián,Lara Meza,Vendedor(a) de piso,48,Celaya,2026-07-29,12:30,21:00,30
T020-015,Adrián,Lara Meza,Vendedor(a) de piso,48,Celaya,2026-07-30,12:30,21:00,30
T020-015,Adrián,Lara Meza,Vendedor(a) de piso,48,Celaya,2026-07-31,12:30,21:00,30
T020-015,Adrián,Lara Meza,Vendedor(a) de piso,48,Celaya,2026-08-01,12:30,21:00,30
T020-016,María,Luna García,Almacenista,48,Celaya,2026-07-28,09:00,17:30,30
T020-016,María,Luna García,Almacenista,48,Celaya,2026-07-29,09:00,17:30,30
T020-016,María,Luna García,Almacenista,48,Celaya,2026-07-30,09:00,17:30,30
T020-016,María,Luna García,Almacenista,48,Celaya,2026-07-31,09:00,17:30,30
T020-016,María,Luna García,Almacenista,48,Celaya,2026-08-01,09:00,17:30,30
T020-016,María,Luna García,Almacenista,48,Celaya,2026-08-02,09:00,17:30,30
T020-017,Andrés,Estrada Fuentes,Cajero(a),48,Celaya,2026-07-27,09:00,17:30,30
T020-017,Andrés,Estrada Fuentes,Cajero(a),48,Celaya,2026-07-29,09:00,17:30,30
T020-017,Andrés,Estrada Fuentes,Cajero(a),48,Celaya,2026-07-30,09:00,17:30,30
T020-017,Andrés,Estrada Fuentes,Cajero(a),48,Celaya,2026-07-31,09:00,17:30,30
T020-017,Andrés,Estrada Fuentes,Cajero(a),48,Celaya,2026-08-01,09:00,17:30,30
T020-017,Andrés,Estrada Fuentes,Cajero(a),48,Celaya,2026-08-02,09:00,17:30,30
T020-018,Rodrigo,González Gutiérrez,Vendedor(a) de piso,48,Celaya,2026-07-27,09:00,17:30,30
T020-018,Rodrigo,González Gutiérrez,Vendedor(a) de piso,48,Celaya,2026-07-28,09:00,17:30,30
T020-018,Rodrigo,González Gutiérrez,Vendedor(a) de piso,48,Celaya,2026-07-29,09:00,17:30,30
T020-018,Rodrigo,González Gutiérrez,Vendedor(a) de piso,48,Celaya,2026-07-31,09:00,17:30,30
T020-018,Rodrigo,González Gutiérrez,Vendedor(a) de piso,48,Celaya,2026-08-01,09:00,17:30,30
T020-018,Rodrigo,González Gutiérrez,Vendedor(a) de piso,48,Celaya,2026-08-02,09:00,17:30,30
T020-019,Miguel,Hernández Núñez,Vendedor(a) de piso,48,Celaya,2026-07-27,09:00,17:30,30
T020-019,Miguel,Hernández Núñez,Vendedor(a) de piso,48,Celaya,2026-07-28,09:00,17:30,30
T020-019,Miguel,Hernández Núñez,Vendedor(a) de piso,48,Celaya,2026-07-29,09:00,17:30,30
T020-019,Miguel,Hernández Núñez,Vendedor(a) de piso,48,Celaya,2026-07-31,09:00,17:30,30
T020-019,Miguel,Hernández Núñez,Vendedor(a) de piso,48,Celaya,2026-08-01,09:00,17:30,30
T020-019,Miguel,Hernández Núñez,Vendedor(a) de piso,48,Celaya,2026-08-02,09:00,17:30,30
T020-020,Carmen,Bautista Castillo,Asesor(a) de crédito,48,Celaya,2026-07-27,12:30,21:00,30
T020-020,Carmen,Bautista Castillo,Asesor(a) de crédito,48,Celaya,2026-07-28,12:30,21:00,30
T020-020,Carmen,Bautista Castillo,Asesor(a) de crédito,48,Celaya,2026-07-29,12:30,21:00,30
T020-020,Carmen,Bautista Castillo,Asesor(a) de crédito,48,Celaya,2026-07-30,12:30,21:00,30
T020-020,Carmen,Bautista Castillo,Asesor(a) de crédito,48,Celaya,2026-07-31,12:30,21:00,30
T020-020,Carmen,Bautista Castillo,Asesor(a) de crédito,48,Celaya,2026-08-01,12:30,21:00,30
T020-021,Héctor,Ramos Téllez,Vendedor(a) de piso,48,Celaya,2026-07-27,12:30,21:00,30
T020-021,Héctor,Ramos Téllez,Vendedor(a) de piso,48,Celaya,2026-07-28,12:30,21:00,30
T020-021,Héctor,Ramos Téllez,Vendedor(a) de piso,48,Celaya,2026-07-29,12:30,21:00,30
T020-021,Héctor,Ramos Téllez,Vendedor(a) de piso,48,Celaya,2026-07-30,12:30,21:00,30
T020-021,Héctor,Ramos Téllez,Vendedor(a) de piso,48,Celaya,2026-07-31,12:30,21:00,30
T020-021,Héctor,Ramos Téllez,Vendedor(a) de piso,48,Celaya,2026-08-01,12:30,21:00,30
T020-022,Mónica,Domínguez Zamora,Cajero(a),48,Celaya,2026-07-27,09:00,17:30,30
T020-022,Mónica,Domínguez Zamora,Cajero(a),48,Celaya,2026-07-28,09:00,17:30,30
T020-022,Mónica,Domínguez Zamora,Cajero(a),48,Celaya,2026-07-29,09:00,17:30,30
T020-022,Mónica,Domínguez Zamora,Cajero(a),48,Celaya,2026-07-31,09:00,17:30,30
T020-022,Mónica,Domínguez Zamora,Cajero(a),48,Celaya,2026-08-01,09:00,17:30,30
T020-022,Mónica,Domínguez Zamora,Cajero(a),48,Celaya,2026-08-02,09:00,17:30,30
T020-023,Paola,Zamora Ramírez,Almacenista,24,Celaya,2026-07-28,15:00,21:00,0
T020-023,Paola,Zamora Ramírez,Almacenista,24,Celaya,2026-07-29,15:00,21:00,0
T020-023,Paola,Zamora Ramírez,Almacenista,24,Celaya,2026-07-30,15:00,21:00,0
T020-023,Paola,Zamora Ramírez,Almacenista,24,Celaya,2026-07-31,15:00,21:00,0
T020-024,Rocío,Valdez Meza,Cajero(a),48,Celaya,2026-07-27,12:30,21:00,30
T020-024,Rocío,Valdez Meza,Cajero(a),48,Celaya,2026-07-28,12:30,21:00,30
T020-024,Rocío,Valdez Meza,Cajero(a),48,Celaya,2026-07-29,12:30,21:00,30
T020-024,Rocío,Valdez Meza,Cajero(a),48,Celaya,2026-07-31,12:30,21:00,30
T020-024,Rocío,Valdez Meza,Cajero(a),48,Celaya,2026-08-01,12:30,21:00,30
T020-024,Rocío,Valdez Meza,Cajero(a),48,Celaya,2026-08-02,12:30,21:00,30
T020-025,Mónica,Domínguez Peña,Vendedor(a) de piso,24,Celaya,2026-07-27,15:00,21:00,0
T020-025,Mónica,Domínguez Peña,Vendedor(a) de piso,24,Celaya,2026-07-28,15:00,21:00,0
T020-025,Mónica,Domínguez Peña,Vendedor(a) de piso,24,Celaya,2026-07-29,15:00,21:00,0
T020-025,Mónica,Domínguez Peña,Vendedor(a) de piso,24,Celaya,2026-07-30,15:00,21:00,0
T020-026,Tomás,Guerrero Chávez,Vendedor(a) de piso,48,Celaya,2026-07-27,12:30,21:00,30
T020-026,Tomás,Guerrero Chávez,Vendedor(a) de piso,48,Celaya,2026-07-28,12:30,21:00,30
T020-026,Tomás,Guerrero Chávez,Vendedor(a) de piso,48,Celaya,2026-07-30,12:30,21:00,30
T020-026,Tomás,Guerrero Chávez,Vendedor(a) de piso,48,Celaya,2026-07-31,12:30,21:00,30
T020-026,Tomás,Guerrero Chávez,Vendedor(a) de piso,48,Celaya,2026-08-01,12:30,21:00,30
T020-026,Tomás,Guerrero Chávez,Vendedor(a) de piso,48,Celaya,2026-08-02,12:30,21:00,30
T020-027,Brenda,Rodríguez Contreras,Supervisor(a) de piso,48,Celaya,2026-07-27,09:00,17:30,30
T020-027,Brenda,Rodríguez Contreras,Supervisor(a) de piso,48,Celaya,2026-07-29,09:00,17:30,30
T020-027,Brenda,Rodríguez Contreras,Supervisor(a) de piso,48,Celaya,2026-07-30,09:00,17:30,30
T020-027,Brenda,Rodríguez Contreras,Supervisor(a) de piso,48,Celaya,2026-07-31,09:00,17:30,30
T020-027,Brenda,Rodríguez Contreras,Supervisor(a) de piso,48,Celaya,2026-08-01,09:00,17:30,30
T020-027,Brenda,Rodríguez Contreras,Supervisor(a) de piso,48,Celaya,2026-08-02,09:00,17:30,30
T020-028,Miguel,Estrada Salazar,Asesor(a) de crédito,48,Celaya,2026-07-27,09:00,17:30,30
T020-028,Miguel,Estrada Salazar,Asesor(a) de crédito,48,Celaya,2026-07-28,09:00,17:30,30
T020-028,Miguel,Estrada Salazar,Asesor(a) de crédito,48,Celaya,2026-07-29,09:00,17:30,30
T020-028,Miguel,Estrada Salazar,Asesor(a) de crédito,48,Celaya,2026-07-30,09:00,17:30,30
T020-028,Miguel,Estrada Salazar,Asesor(a) de crédito,48,Celaya,2026-08-01,09:00,17:30,30
T020-028,Miguel,Estrada Salazar,Asesor(a) de crédito,48,Celaya,2026-08-02,09:00,17:30,30
T020-029,Laura,Morales Rojas,Vendedor(a) de piso,48,Celaya,2026-07-27,12:30,21:00,30
T020-029,Laura,Morales Rojas,Vendedor(a) de piso,48,Celaya,2026-07-28,12:30,21:00,30
T020-029,Laura,Morales Rojas,Vendedor(a) de piso,48,Celaya,2026-07-29,12:30,21:00,30
T020-029,Laura,Morales Rojas,Vendedor(a) de piso,48,Celaya,2026-07-30,12:30,21:00,30
T020-029,Laura,Morales Rojas,Vendedor(a) de piso,48,Celaya,2026-07-31,12:30,21:00,30
T020-029,Laura,Morales Rojas,Vendedor(a) de piso,48,Celaya,2026-08-01,12:30,21:00,30
T020-030,Elizabeth,Ibarra Fuentes,Vendedor(a) de piso,48,Celaya,2026-07-27,09:00,17:30,30
T020-030,Elizabeth,Ibarra Fuentes,Vendedor(a) de piso,48,Celaya,2026-07-28,09:00,17:30,30
T020-030,Elizabeth,Ibarra Fuentes,Vendedor(a) de piso,48,Celaya,2026-07-30,09:00,17:30,30
T020-030,Elizabeth,Ibarra Fuentes,Vendedor(a) de piso,48,Celaya,2026-07-31,09:00,17:30,30
T020-030,Elizabeth,Ibarra Fuentes,Vendedor(a) de piso,48,Celaya,2026-08-01,09:00,17:30,30
T020-030,Elizabeth,Ibarra Fuentes,Vendedor(a) de piso,48,Celaya,2026-08-02,09:00,17:30,30
T020-031,Beatriz,Moreno Méndez,Cajero(a),24,Celaya,2026-07-28,09:00,15:00,0
T020-031,Beatriz,Moreno Méndez,Cajero(a),24,Celaya,2026-07-29,09:00,15:00,0
T020-031,Beatriz,Moreno Méndez,Cajero(a),24,Celaya,2026-07-30,09:00,15:00,0
T020-031,Beatriz,Moreno Méndez,Cajero(a),24,Celaya,2026-07-31,09:00,15:00,0
T020-032,Antonio,Ramos Molina,Cajero(a),48,Celaya,2026-07-27,09:00,17:30,30
T020-032,Antonio,Ramos Molina,Cajero(a),48,Celaya,2026-07-28,09:00,17:30,30
T020-032,Antonio,Ramos Molina,Cajero(a),48,Celaya,2026-07-29,09:00,17:30,30
T020-032,Antonio,Ramos Molina,Cajero(a),48,Celaya,2026-07-30,09:00,17:30,30
T020-032,Antonio,Ramos Molina,Cajero(a),48,Celaya,2026-07-31,09:00,17:30,30
T020-032,Antonio,Ramos Molina,Cajero(a),48,Celaya,2026-08-01,09:00,17:30,30
T020-033,Eduardo,Molina Velázquez,Vendedor(a) de piso,48,Celaya,2026-07-27,12:30,21:00,30
T020-033,Eduardo,Molina Velázquez,Vendedor(a) de piso,48,Celaya,2026-07-29,12:30,21:00,30
T020-033,Eduardo,Molina Velázquez,Vendedor(a) de piso,48,Celaya,2026-07-30,12:30,21:00,30
T020-033,Eduardo,Molina Velázquez,Vendedor(a) de piso,48,Celaya,2026-07-31,12:30,21:00,30
T020-033,Eduardo,Molina Velázquez,Vendedor(a) de piso,48,Celaya,2026-08-01,12:30,21:00,30
T020-033,Eduardo,Molina Velázquez,Vendedor(a) de piso,48,Celaya,2026-08-02,12:30,21:00,30
T020-034,Julio,Juárez Díaz,Vendedor(a) de piso,48,Celaya,2026-07-27,12:30,21:00,30
T020-034,Julio,Juárez Díaz,Vendedor(a) de piso,48,Celaya,2026-07-28,12:30,21:00,30
T020-034,Julio,Juárez Díaz,Vendedor(a) de piso,48,Celaya,2026-07-30,12:30,21:00,30
T020-034,Julio,Juárez Díaz,Vendedor(a) de piso,48,Celaya,2026-07-31,12:30,21:00,30
T020-034,Julio,Juárez Díaz,Vendedor(a) de piso,48,Celaya,2026-08-01,12:30,21:00,30
T020-034,Julio,Juárez Díaz,Vendedor(a) de piso,48,Celaya,2026-08-02,12:30,21:00,30
T020-035,Margarita,Medina Bautista,Vendedor(a) de piso,24,Celaya,2026-07-27,09:00,15:00,0
T020-035,Margarita,Medina Bautista,Vendedor(a) de piso,24,Celaya,2026-07-28,09:00,15:00,0
T020-035,Margarita,Medina Bautista,Vendedor(a) de piso,24,Celaya,2026-07-29,09:00,15:00,0
T020-035,Margarita,Medina Bautista,Vendedor(a) de piso,24,Celaya,2026-07-30,09:00,15:00,0
T020-036,Rubén,Medina Juárez,Vendedor(a) de piso,24,Celaya,2026-07-30,15:00,21:00,0
T020-036,Rubén,Medina Juárez,Vendedor(a) de piso,24,Celaya,2026-07-31,15:00,21:00,0
T020-036,Rubén,Medina Juárez,Vendedor(a) de piso,24,Celaya,2026-08-01,09:00,15:00,0
T020-036,Rubén,Medina Juárez,Vendedor(a) de piso,24,Celaya,2026-08-02,09:00,15:00,0
T020-037,Rosa,Cruz Luna,Cajero(a),48,Celaya,2026-07-27,12:30,21:00,30
T020-037,Rosa,Cruz Luna,Cajero(a),48,Celaya,2026-07-28,12:30,21:00,30
T020-037,Rosa,Cruz Luna,Cajero(a),48,Celaya,2026-07-29,12:30,21:00,30
T020-037,Rosa,Cruz Luna,Cajero(a),48,Celaya,2026-07-30,12:30,21:00,30
T020-037,Rosa,Cruz Luna,Cajero(a),48,Celaya,2026-08-01,12:30,21:00,30
T020-037,Rosa,Cruz Luna,Cajero(a),48,Celaya,2026-08-02,12:30,21:00,30
T020-038,Ricardo,Campos Gutiérrez,Almacenista,48,Celaya,2026-07-27,09:00,17:30,30
T020-038,Ricardo,Campos Gutiérrez,Almacenista,48,Celaya,2026-07-28,09:00,17:30,30
T020-038,Ricardo,Campos Gutiérrez,Almacenista,48,Celaya,2026-07-29,09:00,17:30,30
T020-038,Ricardo,Campos Gutiérrez,Almacenista,48,Celaya,2026-07-30,09:00,17:30,30
T020-038,Ricardo,Campos Gutiérrez,Almacenista,48,Celaya,2026-07-31,09:00,17:30,30
T020-038,Ricardo,Campos Gutiérrez,Almacenista,48,Celaya,2026-08-01,09:00,17:30,30
T020-039,Ximena,Rojas Estrada,Vendedor(a) de piso,48,Celaya,2026-07-27,12:30,21:00,30
T020-039,Ximena,Rojas Estrada,Vendedor(a) de piso,48,Celaya,2026-07-28,12:30,21:00,30
T020-039,Ximena,Rojas Estrada,Vendedor(a) de piso,48,Celaya,2026-07-29,12:30,21:00,30
T020-039,Ximena,Rojas Estrada,Vendedor(a) de piso,48,Celaya,2026-07-30,12:30,21:00,30
T020-039,Ximena,Rojas Estrada,Vendedor(a) de piso,48,Celaya,2026-08-01,12:30,21:00,30
T020-039,Ximena,Rojas Estrada,Vendedor(a) de piso,48,Celaya,2026-08-02,12:30,21:00,30
T020-040,Javier,Aguilar Moreno,Almacenista,24,Celaya,2026-07-27,09:00,15:00,0
T020-040,Javier,Aguilar Moreno,Almacenista,24,Celaya,2026-07-30,09:00,15:00,0
T020-040,Javier,Aguilar Moreno,Almacenista,24,Celaya,2026-07-31,09:00,15:00,0
T020-040,Javier,Aguilar Moreno,Almacenista,24,Celaya,2026-08-01,09:00,15:00,0
T020-041,Guillermo,Ortiz Ibarra,Asesor(a) de crédito,48,Celaya,2026-07-27,12:30,21:00,30
T020-041,Guillermo,Ortiz Ibarra,Asesor(a) de crédito,48,Celaya,2026-07-28,12:30,21:00,30
T020-041,Guillermo,Ortiz Ibarra,Asesor(a) de crédito,48,Celaya,2026-07-30,12:30,21:00,30
T020-041,Guillermo,Ortiz Ibarra,Asesor(a) de crédito,48,Celaya,2026-07-31,12:30,21:00,30
T020-041,Guillermo,Ortiz Ibarra,Asesor(a) de crédito,48,Celaya,2026-08-01,12:30,21:00,30
T020-041,Guillermo,Ortiz Ibarra,Asesor(a) de crédito,48,Celaya,2026-08-02,12:30,21:00,30
T020-042,Pablo,Carrillo Reyes,Vendedor(a) de piso,24,Celaya,2026-07-27,15:00,21:00,0
T020-042,Pablo,Carrillo Reyes,Vendedor(a) de piso,24,Celaya,2026-07-28,15:00,21:00,0
T020-042,Pablo,Carrillo Reyes,Vendedor(a) de piso,24,Celaya,2026-07-29,15:00,21:00,0
T020-042,Pablo,Carrillo Reyes,Vendedor(a) de piso,24,Celaya,2026-07-30,15:00,21:00,0
T020-043,Karla,Rojas Quintero,Vendedor(a) de piso,48,Celaya,2026-07-28,09:00,17:30,30
T020-043,Karla,Rojas Quintero,Vendedor(a) de piso,48,Celaya,2026-07-29,09:00,17:30,30
T020-043,Karla,Rojas Quintero,Vendedor(a) de piso,48,Celaya,2026-07-30,09:00,17:30,30
T020-043,Karla,Rojas Quintero,Vendedor(a) de piso,48,Celaya,2026-07-31,09:00,17:30,30
T020-043,Karla,Rojas Quintero,Vendedor(a) de piso,48,Celaya,2026-08-01,09:00,17:30,30
T020-043,Karla,Rojas Quintero,Vendedor(a) de piso,48,Celaya,2026-08-02,09:00,17:30,30
T020-044,Rubén,Cortés Luna,Cajero(a),48,Celaya,2026-07-28,09:00,17:30,30
T020-044,Rubén,Cortés Luna,Cajero(a),48,Celaya,2026-07-29,09:00,17:30,30
T020-044,Rubén,Cortés Luna,Cajero(a),48,Celaya,2026-07-30,09:00,17:30,30
T020-044,Rubén,Cortés Luna,Cajero(a),48,Celaya,2026-07-31,09:00,17:30,30
T020-044,Rubén,Cortés Luna,Cajero(a),48,Celaya,2026-08-01,09:00,17:30,30
T020-044,Rubén,Cortés Luna,Cajero(a),48,Celaya,2026-08-02,09:00,17:30,30
T020-045,Mauricio,Guzmán Guerrero,Vendedor(a) de piso,48,Celaya,2026-07-27,12:30,21:00,30
T020-045,Mauricio,Guzmán Guerrero,Vendedor(a) de piso,48,Celaya,2026-07-28,12:30,21:00,30
T020-045,Mauricio,Guzmán Guerrero,Vendedor(a) de piso,48,Celaya,2026-07-29,12:30,21:00,30
T020-045,Mauricio,Guzmán Guerrero,Vendedor(a) de piso,48,Celaya,2026-07-30,12:30,21:00,30
T020-045,Mauricio,Guzmán Guerrero,Vendedor(a) de piso,48,Celaya,2026-07-31,12:30,21:00,30
T020-045,Mauricio,Guzmán Guerrero,Vendedor(a) de piso,48,Celaya,2026-08-01,12:30,21:00,30
T020-046,Yolanda,Guerrero Domínguez,Cajero(a),48,Celaya,2026-07-27,12:30,21:00,30
T020-046,Yolanda,Guerrero Domínguez,Cajero(a),48,Celaya,2026-07-29,12:30,21:00,30
T020-046,Yolanda,Guerrero Domínguez,Cajero(a),48,Celaya,2026-07-30,12:30,21:00,30
T020-046,Yolanda,Guerrero Domínguez,Cajero(a),48,Celaya,2026-07-31,12:30,21:00,30
T020-046,Yolanda,Guerrero Domínguez,Cajero(a),48,Celaya,2026-08-01,12:30,21:00,30
T020-046,Yolanda,Guerrero Domínguez,Cajero(a),48,Celaya,2026-08-02,12:30,21:00,30
T020-047,Carmen,Núñez Solís,Vendedor(a) de piso,24,Celaya,2026-07-30,15:00,21:00,0
T020-047,Carmen,Núñez Solís,Vendedor(a) de piso,24,Celaya,2026-07-31,15:00,21:00,0
T020-047,Carmen,Núñez Solís,Vendedor(a) de piso,24,Celaya,2026-08-01,15:00,21:00,0
T020-047,Carmen,Núñez Solís,Vendedor(a) de piso,24,Celaya,2026-08-02,15:00,21:00,0
T020-048,Enrique,Medina Moreno,Almacenista,48,Celaya,2026-07-27,12:30,21:00,30
T020-048,Enrique,Medina Moreno,Almacenista,48,Celaya,2026-07-28,12:30,21:00,30
T020-048,Enrique,Medina Moreno,Almacenista,48,Celaya,2026-07-29,12:30,21:00,30
